IMU1	2490802	2379	-16122	426
IMU1	2490850	2324	-16135	426
IMU1	2490898	2365	-16158	445
IMU1	2490946	2379	-16186	462
IMU1	2490994	2364	-16145	464
IMU1	2491042	2332	-16189	445
IMU1	2491090	2370	-16191	451
IMU1	2491138	2384	-16180	442
IMU1	2491186	2399	-16104	458
IMU1	2491234	2370	-16150	415
IMU1	2491282	2364	-16186	470
IMU1	2491330	2399	-16216	462
IMU1	2491378	2387	-16166	448
IMU1	2491426	2353	-16156	436
IMU1	2491474	2314	-16173	404
IMU1	2491522	2344	-16168	437
IMU1	2491570	2373	-16198	428
IMU1	2491618	2350	-16178	477
IMU1	2491666	2367	-16181	441
IMU1	2491714	2329	-16165	430
IMU1	2491762	2345	-16178	457
IMU1	2491810	2368	-16199	437
IMU1	2491858	2339	-16170	454
IMU1	2491906	2328	-16194	476
IMU1	2491954	2337	-16149	459
IMU1	2492002	2339	-16144	427
IMU1	2492050	2282	-16224	428
IMU1	2492098	2351	-16201	402
IMU1	2492146	2342	-16181	419
IMU1	2492194	2357	-16171	413
IMU1	2492242	2338	-16160	439
IMU1	2492290	2375	-16156	432
IMU1	2492338	2328	-16209	449
IMU1	2492386	2360	-16190	425
IMU1	2492434	2367	-16159	395
IMU1	2492482	2366	-16176	391
IMU1	2492530	2357	-16201	422
IMU1	2492578	2324	-16138	414
IMU1	2492626	2363	-16181	441
IMU1	2492674	2377	-16150	412
IMU1	2492722	2337	-16120	414
IMU1	2492770	2368	-16165	427
IMU1	2492818	2322	-16157	405
IMU1	2492866	2391	-16181	386
IMU1	2492914	2359	-16147	425
IMU1	2492962	2384	-16161	408
IMU1	2493010	2339	-16146	458
IMU1	2493058	2402	-16198	398
IMU1	2493106	2419	-16173	452
IMU1	2493154	2367	-16183	399
IMU1	2493202	2369	-16168	442
IMU1	2493250	2359	-16184	428
IMU1	2493298	2369	-16182	416
IMU1	2493346	2322	-16158	424
IMU1	2493394	2352	-16128	435
IMU1	2493442	2374	-16154	440
IMU1	2493490	2387	-16192	420
IMU1	2493538	2365	-16161	387
IMU1	2493586	2318	-16190	404
IMU1	2493634	2332	-16159	399
IMU1	2493682	2378	-16186	424
IMU1	2493730	2339	-16234	430
IMU1	2493778	2346	-16165	454
IMU1	2493826	2334	-16181	416
IMU1	2493874	2341	-16160	405
IMU1	2493922	2375	-16204	442
IMU1	2493970	2356	-16159	411
IMU1	2494018	2334	-16169	407
IMU1	2494066	2316	-16183	449
IMU1	2494114	2364	-16180	427
IMU1	2494162	2349	-16177	431
IMU1	2494210	2317	-16154	394
IMU1	2494258	2310	-16187	430
IMU1	2494306	2373	-16203	424
IMU1	2494354	2377	-16168	437
IMU1	2494402	2361	-16207	419
IMU1	2494450	2365	-16159	445
IMU1	2494498	2367	-16114	383
IMU1	2494546	2380	-16209	385
IMU1	2494594	2372	-16155	412
IMU1	2494642	2384	-16200	435
IMU1	2494690	2391	-16154	450
IMU1	2494738	2374	-16162	393
IMU1	2494786	2351	-16180	475
IMU1	2494834	2329	-16229	402
IMU1	2494882	2660	-16090	660
IMU1	2494930	2287	-16090	117
IMU1	2494978	2224	-16310	370
IMU1	2495026	2265	-16220	527
IMU1	2495074	2498	-16079	613
IMU1	2495122	2371	-16166	268
IMU1	2495170	2445	-16048	475
IMU1	2495218	2310	-16365	294
IMU1	2495266	2323	-16169	412
IMU1	2495314	2434	-16068	470
IMU1	2495362	2327	-16176	406
IMU1	2495410	2375	-16167	378
IMU1	2495458	2318	-16246	387
IMU1	2495506	2376	-16132	366
IMU1	2495554	2367	-16142	432
IMU1	2495602	2412	-16193	426
IMU1	2495650	2333	-16199	337
IMU1	2495698	2339	-16205	469
IMU1	2495746	2371	-16136	410
IMU1	2495794	2336	-16193	381
IMU1	2495842	2372	-16195	346
IMU1	2495890	2372	-16160	423
IMU1	2495938	2344	-16187	409
IMU1	2495986	2382	-16161	450
IMU1	2496034	2390	-16125	398
IMU1	2496082	2373	-16161	422
IMU1	2496130	2391	-16140	440
IMU1	2496178	2383	-16187	390
IMU1	2496226	2328	-16110	398
IMU1	2496274	2355	-16111	439
IMU1	2496322	2378	-16185	419
IMU1	2496370	2375	-16123	422
IMU1	2496418	2355	-16144	452
IMU1	2496466	2385	-16142	406
IMU1	2496514	2375	-16178	464
IMU1	2496562	2397	-16134	401
IMU1	2496610	2389	-16087	449
IMU1	2496658	2355	-16176	408
IMU1	2496706	2346	-16150	436
IMU1	2496754	2355	-16130	373
IMU1	2496802	2336	-16113	387
IMU1	2496850	2355	-16129	438
IMU1	2496898	2375	-16155	438
IMU1	2496946	2385	-16161	350
IMU1	2496994	2327	-16155	427
IMU1	2497042	2357	-16192	427
IMU1	2497090	2343	-16168	415
IMU1	2497138	2352	-16161	388
IMU1	2497186	2328	-16138	404
IMU1	2497234	2361	-16165	439
IMU1	2497282	2343	-16200	448
IMU1	2497330	2376	-16153	379
IMU1	2497378	2331	-16149	379
IMU1	2497426	2370	-16101	416
IMU1	2497474	2339	-16122	398
IMU1	2497522	2364	-16157	394
IMU1	2497570	2345	-16137	414
IMU1	2497618	2362	-16161	427
IMU1	2497666	2369	-16149	400
IMU1	2497714	2374	-16119	397
IMU1	2497762	2335	-16110	435
IMU1	2497810	2369	-16181	422
IMU1	2497858	2378	-16118	397
IMU1	2497906	2365	-16132	376
IMU1	2497954	2361	-16135	417
IMU1	2498002	2378	-16140	391
IMU1	2498050	2381	-16100	411
IMU1	2498098	2343	-16112	427
IMU1	2498146	2381	-16168	424
IMU1	2498194	2390	-16150	441
IMU1	2498242	2383	-16149	400
IMU1	2498290	2395	-16097	423
IMU1	2498338	2398	-16140	412
IMU1	2498386	2412	-16164	416
IMU1	2498434	2389	-16133	431
IMU1	2498482	2403	-16125	395
IMU1	2498530	2373	-16157	432
IMU1	2498578	2385	-16122	414
IMU1	2498626	2411	-16098	431
IMU1	2498674	2408	-16100	423
IMU1	2498722	2399	-16102	424
IMU1	2498770	2399	-16137	430
IMU1	2498818	2375	-16163	463
IMU1	2498866	2372	-16141	416
IMU1	2498914	2426	-16132	445
IMU1	2498962	2385	-16178	373
IMU1	2499010	2366	-16155	379
IMU1	2499058	2405	-16115	421
IMU1	2499106	2408	-16178	448
IMU1	2499154	2392	-16164	410
IMU1	2499202	2317	-16173	425
IMU1	2499250	2402	-16145	406
IMU1	2499298	2366	-16127	398
IMU1	2499346	2356	-16149	430
IMU1	2499394	2395	-16153	418
IMU1	2499442	2378	-16186	421
IMU1	2499490	2401	-16163	367
IMU1	2499538	2393	-16191	435
IMU1	2499586	2390	-16156	414
IMU1	2499634	2345	-16146	418
IMU1	2499682	2403	-16124	375
IMU1	2499730	2359	-16187	444
IMU1	2499778	2352	-16126	386
IMU1	2499826	2372	-16106	403
IMU1	2499874	2370	-16132	390
IMU1	2499922	2369	-16174	379
IMU1	2499970	2373	-16158	352
IMU1	2500018	2366	-16135	381
IMU1	2500066	2387	-16117	434
IMU1	2500114	2365	-16128	379
IMU1	2500162	2333	-16173	397
IMU1	2500210	2409	-16170	393
IMU1	2500258	2395	-16145	388
IMU1	2500306	2385	-16124	409
IMU1	2500354	2406	-16133	437
IMU1	2500402	2386	-16186	448
IMU1	2500450	2434	-16103	418
IMU1	2500498	2380	-16160	446
IMU1	2500546	2356	-16209	430
IMU1	2500594	2342	-16145	401
IMU1	2500642	2391	-16120	410
IMU1	2500690	2358	-16134	405
IMU1	2500738	2394	-16145	445
IMU1	2500786	2422	-16196	409
IMU1	2500834	2382	-16160	385
IMU1	2500882	2378	-16136	428
IMU1	2500930	2349	-16201	380
IMU1	2500978	2384	-16191	359
IMU1	2501026	2402	-16155	409
IMU1	2501074	2375	-16154	400
IMU1	2501122	2381	-16188	398
IMU1	2501170	2397	-16153	343
IMU1	2501218	2411	-16181	412
IMU1	2501266	2423	-16158	419
IMU1	2501314	2427	-16196	401
IMU1	2501362	2391	-16153	426
IMU1	2501410	2424	-16146	409
IMU1	2501458	2382	-16206	421
IMU1	2501506	2404	-16146	443
IMU1	2501554	2370	-16145	395
IMU1	2501602	2380	-16128	438
IMU1	2501650	2362	-16215	452
IMU1	2501698	2360	-16218	467
IMU1	2501746	2376	-16187	427
IMU1	2501794	2426	-16207	481
IMU1	2501842	2339	-16164	468
IMU1	2501890	2339	-16171	444
IMU1	2501938	2257	-16206	466
IMU1	2501986	2310	-16193	461
IMU1	2502034	2316	-16169	423
IMU1	2502082	2290	-16160	429
IMU1	2502130	2287	-16158	400
IMU1	2502178	2304	-16142	396
IMU1	2502226	2320	-16138	368
IMU1	2502274	2313	-16162	352
IMU1	2502322	2318	-16178	371
IMU1	2502370	2267	-16162	374
IMU1	2502418	2340	-16176	387
IMU1	2502466	2338	-16161	369
IMU1	2502514	2346	-16157	372
IMU1	2502562	2330	-16147	377
IMU1	2502610	2354	-16148	394
IMU1	2502658	2331	-16126	428
IMU1	2502706	2357	-16192	409
IMU1	2502754	2406	-16181	384
IMU1	2502802	2379	-16166	405
IMU1	2502850	2381	-16167	404
IMU1	2502898	2369	-16149	384
IMU1	2502946	2410	-16163	424
IMU1	2502994	2370	-16214	411
IMU1	2503042	2409	-16162	404
IMU1	2503090	2434	-16128	417
IMU1	2503138	2423	-16158	394
IMU1	2503186	2418	-16197	437
IMU1	2503234	2482	-16197	448
IMU1	2503282	2418	-16185	447
IMU1	2503330	2449	-16165	430
IMU1	2503378	2453	-16180	472
IMU1	2503426	2408	-16167	463
IMU1	2503474	2436	-16179	441
IMU1	2503522	2403	-16134	430
IMU1	2503570	2387	-16164	466
IMU1	2503618	2396	-16116	454
IMU1	2503666	2322	-16159	419
IMU1	2503714	2205	-16224	359
IMU1	2503762	2355	-15868	455
IMU1	2503810	2258	-16226	397
IMU1	2503858	2440	-16132	710
IMU1	2503906	2320	-16001	286
IMU1	2503954	2150	-16166	339
IMU1	2504002	2583	-16019	804
IMU1	2504050	2256	-16216	404
IMU1	2504098	2282	-15959	463
IMU1	2504146	2361	-15970	544
IMU1	2504194	2312	-16256	466
IMU1	2504242	2321	-16131	467
IMU1	2504290	2395	-16075	649
IMU1	2504338	2344	-16137	454
IMU1	2504386	2377	-16142	583
IMU1	2504434	2368	-16152	464
IMU1	2504482	2283	-16041	378
IMU1	2504530	2332	-16131	545
IMU1	2504578	2388	-16093	549
IMU1	2504626	2280	-16159	378
IMU1	2504674	2392	-16047	554
IMU1	2504722	2384	-16132	544
IMU1	2504770	2376	-16176	463
IMU1	2504818	2390	-16057	452
IMU1	2504866	2348	-16104	372
IMU1	2504914	2301	-16134	386
IMU1	2504962	2322	-16133	462
IMU1	2505010	2273	-16071	401
IMU1	2505058	2325	-16069	389
IMU1	2505106	2415	-16162	467
IMU1	2505154	2306	-16201	347
IMU1	2505202	2272	-16128	322
IMU1	2505250	2359	-16118	412
IMU1	2505298	2250	-16166	375
IMU1	2505346	2288	-16149	310
IMU1	2505394	2299	-16123	374
IMU1	2505442	2289	-16127	324
IMU1	2505490	2247	-16161	399
IMU1	2505538	2333	-16141	317
IMU1	2505586	2278	-16152	279
IMU1	2505634	2251	-16165	336
IMU1	2505682	2296	-16203	332
IMU1	2505730	2257	-16150	271
IMU1	2505778	2219	-16103	357
IMU1	2505826	2320	-16172	371
IMU1	2505874	2296	-16182	331
IMU1	2505922	2310	-16141	347
IMU1	2505970	2390	-16163	379
IMU1	2506018	2340	-16204	355
IMU1	2506066	2336	-16173	390
IMU1	2506114	2346	-16155	366
IMU1	2506162	2379	-16213	405
IMU1	2506210	2385	-16231	453
IMU1	2506258	2381	-16195	440
IMU1	2506306	2408	-16136	441
IMU1	2506354	2436	-16202	449
IMU1	2506402	2458	-16263	433
IMU1	2506450	2394	-16231	448
IMU1	2506498	2438	-16167	455
IMU1	2506546	2430	-16194	434
IMU1	2506594	2433	-16228	454
IMU1	2506642	2426	-16233	410
IMU1	2506690	2447	-16202	424
IMU1	2506738	2474	-16234	443
IMU1	2506786	2470	-16193	415
IMU1	2506834	2425	-16201	403
IMU1	2506882	2458	-16200	415
IMU1	2506930	2429	-16259	432
IMU1	2506978	2413	-16208	448
IMU1	2507026	2422	-16194	427
IMU1	2507074	2449	-16220	448
IMU1	2507122	2468	-16214	418
IMU1	2507170	2463	-16173	440
IMU1	2507218	2447	-16205	440
IMU1	2507266	2444	-16200	458
IMU1	2507314	2446	-16166	471
IMU1	2507362	2468	-16200	446
IMU1	2507410	2403	-16127	455
IMU1	2507458	2469	-16191	465
IMU1	2507506	2437	-16154	453
IMU1	2507554	2463	-16162	486
IMU1	2507602	2466	-16192	471
IMU1	2507650	2478	-16198	444
IMU1	2507698	2478	-16196	437
IMU1	2507746	2486	-16165	461
IMU1	2507794	2472	-16199	461
IMU1	2507842	2464	-16175	441
IMU1	2507890	2493	-16180	487
IMU1	2507938	2478	-16187	401
IMU1	2507986	2437	-16158	427
IMU1	2508034	2443	-16158	453
IMU1	2508082	2439	-16190	417
IMU1	2508130	2474	-16196	393
IMU1	2508178	2444	-16170	416
IMU1	2508226	2403	-16227	392
IMU1	2508274	2365	-16176	413
IMU1	2508322	2371	-16194	380
IMU1	2508370	2331	-16159	413
IMU1	2508418	2387	-16165	363
IMU1	2508466	2335	-16146	358
IMU1	2508514	2338	-16213	306
IMU1	2508562	2314	-16207	359
IMU1	2508610	2314	-16159	372
IMU1	2508658	2335	-16120	390
IMU1	2508706	2305	-16167	370
IMU1	2508754	2328	-16152	392
IMU1	2508802	2298	-16119	358
IMU1	2508850	2279	-16168	370
IMU1	2508898	2309	-16157	388
IMU1	2508946	2253	-16152	372
IMU1	2508994	2288	-16163	375
IMU1	2509042	2301	-16122	358
IMU1	2509090	2252	-16116	396
IMU1	2509138	2341	-16108	373
IMU1	2509186	2283	-16092	375
IMU1	2509234	2301	-16123	375
IMU1	2509282	2338	-16104	411
IMU1	2509330	2298	-16091	373
IMU1	2509378	2325	-16139	430
IMU1	2509426	2294	-16146	426
IMU1	2509474	2312	-16141	454
IMU1	2509522	2292	-16117	401
IMU1	2509570	2309	-16104	386
IMU1	2509618	2276	-16135	449
IMU1	2509666	2329	-16135	415
IMU1	2509714	2321	-16127	474
IMU1	2509762	2305	-16088	454
IMU1	2509810	2331	-16147	469
IMU1	2509858	2348	-16129	422
IMU1	2509906	2336	-16126	495
IMU1	2509954	2378	-16174	482
IMU1	2510002	2369	-16165	494
IMU1	2510050	2353	-16115	500
IMU1	2510098	2377	-16101	498
IMU1	2510146	2360	-16144	517
IMU1	2510194	2397	-16129	538
IMU1	2510242	2399	-16095	512
IMU1	2510290	2403	-16151	497
IMU1	2510338	2398	-16137	497
IMU1	2510386	2418	-16124	505
IMU1	2510434	2375	-16102	554
IMU1	2510482	2409	-16156	532
IMU1	2510530	2434	-16141	503
IMU1	2510578	2401	-16125	450
IMU1	2510626	2388	-16182	498
IMU1	2510674	2402	-16138	478
IMU1	2510722	2380	-16165	489
IMU1	2510770	2370	-16134	465
IMU1	2510818	2329	-16127	532
IMU1	2510866	2378	-16087	441
IMU1	2510914	2354	-16117	454
IMU1	2510962	2387	-16119	463
IMU1	2511010	2389	-16110	451
IMU1	2511058	2422	-16162	471
IMU1	2511106	2372	-16106	463
IMU1	2511154	2375	-16120	446
IMU1	2511202	2434	-16124	461
IMU1	2511250	2391	-16126	465
IMU1	2511298	2331	-16114	436
IMU1	2511346	2395	-16096	442
IMU1	2511394	2355	-16123	476
IMU1	2511442	2365	-16164	440
IMU1	2511490	2351	-16152	447
IMU1	2511538	2376	-16109	451
IMU1	2511586	2352	-16145	432
IMU1	2511634	2359	-16156	474
IMU1	2511682	2375	-16208	415
IMU1	2511730	2364	-16159	440
IMU1	2511778	2355	-16123	453
IMU1	2511826	2366	-16163	376
IMU1	2511874	2344	-16128	371
IMU1	2511922	2303	-16129	383
IMU1	2511970	2333	-16139	380
IMU1	2512018	2347	-16134	417
IMU1	2512066	2383	-16155	403
IMU1	2512114	2353	-16107	402
IMU1	2512162	2356	-16139	420
IMU1	2512210	2366	-16126	408
IMU1	2512258	2341	-16115	416
IMU1	2512306	2394	-16142	429
IMU1	2512354	2398	-16104	417
IMU1	2512402	2410	-16088	426
IMU1	2512450	2425	-16145	426
IMU1	2512498	2438	-16158	408
IMU1	2512546	2378	-16146	419
IMU1	2512594	2381	-16108	448
IMU1	2512642	2366	-16111	447
IMU1	2512690	2338	-16149	435
IMU1	2512738	2348	-16184	452
IMU1	2512786	2384	-16128	404
IMU1	2512834	2368	-16168	460
IMU1	2512882	2346	-16160	440
IMU1	2512930	2366	-16198	468
IMU1	2512978	2383	-16195	443
IMU1	2513026	2343	-16171	444
IMU1	2513074	2361	-16155	456
IMU1	2513122	2314	-16148	431
IMU1	2513170	2369	-16192	397
IMU1	2513218	2324	-16138	371
IMU1	2513266	2336	-16151	406
IMU1	2513314	2396	-16135	353
IMU1	2513362	2364	-16136	412
IMU1	2513410	2433	-16128	402
IMU1	2513458	2393	-16134	410
IMU1	2513506	2387	-16145	422
IMU1	2513554	2426	-16150	448
IMU1	2513602	2398	-16148	450
IMU1	2513650	2362	-16149	466
IMU1	2513698	2429	-16132	503
IMU1	2513746	2431	-16193	507
IMU1	2513794	2448	-16091	561
IMU1	2513842	2475	-16189	552
IMU1	2513890	2474	-16151	628
IMU1	2513938	2482	-16088	608
IMU1	2513986	2464	-16157	593
IMU1	2514034	2495	-16132	528
IMU1	2514082	2485	-16153	555
IMU1	2514130	2445	-16127	544
IMU1	2514178	2411	-16104	557
IMU1	2514226	2472	-16081	518
IMU1	2514274	2442	-16065	466
IMU1	2514322	2398	-16132	424
IMU1	2514370	2400	-16096	431
IMU1	2514418	2385	-16106	510
IMU1	2514466	2421	-16069	402
IMU1	2514514	2360	-16139	397
IMU1	2514562	2362	-16158	365
IMU1	2514610	2330	-16096	383
IMU1	2514658	2312	-16114	441
IMU1	2514706	2365	-16160	435
IMU1	2514754	2336	-16130	438
IMU1	2514802	2333	-16108	450
IMU1	2514850	2365	-16096	437
IMU1	2514898	2338	-16123	481
IMU1	2514946	2334	-16136	418
IMU1	2514994	2330	-16113	474
IMU1	2515042	2380	-16132	449
IMU1	2515090	2338	-16140	436
IMU1	2515138	2328	-16127	386
IMU1	2515186	2355	-16171	420
IMU1	2515234	2371	-16116	409
IMU1	2515282	2348	-16120	458
IMU1	2515330	2335	-16167	419
IMU1	2515378	2391	-16135	444
IMU1	2515426	2349	-16117	456
IMU1	2515474	2346	-16103	479
IMU1	2515522	2371	-16134	449
IMU1	2515570	2389	-16119	415
IMU1	2515618	2362	-16132	427
IMU1	2515666	2362	-16106	433
IMU1	2515714	2362	-16131	430
IMU1	2515762	2321	-16148	452
IMU1	2515810	2391	-16123	377
IMU1	2515858	2325	-16130	406
IMU1	2515906	2337	-16096	370
IMU1	2515954	2274	-16084	399
IMU1	2516002	2309	-16100	356
IMU1	2516050	2357	-16132	407
IMU1	2516098	2321	-16155	380
IMU1	2516146	2300	-16154	375
IMU1	2516194	2316	-16122	397
IMU1	2516242	2335	-16168	367
IMU1	2516290	2310	-16131	390
IMU1	2516338	2324	-16152	410
IMU1	2516386	2326	-16184	417
IMU1	2516434	2347	-16146	416
IMU1	2516482	2321	-16154	414
IMU1	2516530	2374	-16127	477
IMU1	2516578	2357	-16155	462
IMU1	2516626	2386	-16143	420
IMU1	2516674	2387	-16145	456
IMU1	2516722	2351	-16182	458
IMU1	2516770	2318	-16203	471
IMU1	2516818	2401	-16152	451
IMU1	2516866	2397	-16164	467
IMU1	2516914	2397	-16183	459
IMU1	2516962	2452	-16199	467
IMU1	2517010	2473	-16187	453
IMU1	2517058	2448	-16167	502
IMU1	2517106	2428	-16152	463
IMU1	2517154	2404	-16148	469
IMU1	2517202	2437	-16165	488
IMU1	2517250	2453	-16210	470
IMU1	2517298	2399	-16179	481
IMU1	2517346	2410	-16161	481
IMU1	2517394	2448	-16145	485
IMU1	2517442	2427	-16143	479
IMU1	2517490	2423	-16192	444
IMU1	2517538	2409	-16186	436
IMU1	2517586	2449	-16165	491
IMU1	2517634	2435	-16120	475
IMU1	2517682	2431	-16184	472
IMU1	2517730	2459	-16166	449
IMU1	2517778	2400	-16141	449
IMU1	2517826	2409	-16170	456
IMU1	2517874	2404	-16176	458
IMU1	2517922	2379	-16145	428
IMU1	2517970	2391	-16129	440
IMU1	2518018	2422	-16182	454
IMU1	2518066	2384	-16175	464
IMU1	2518114	2399	-16170	432
IMU1	2518162	2366	-16188	375
IMU1	2518210	2401	-16185	432
IMU1	2518258	2361	-16181	468
IMU1	2518306	2418	-16159	416
IMU1	2518354	2396	-16162	415
IMU1	2518402	2377	-16111	400
IMU1	2518450	2374	-16128	415
IMU1	2518498	2379	-16130	460
IMU1	2518546	2358	-16181	404
IMU1	2518594	2382	-16147	395
IMU1	2518642	2332	-16131	445
IMU1	2518690	2386	-16174	393
IMU1	2518738	2318	-16205	393
IMU1	2518786	2366	-16141	469
IMU1	2518834	2378	-16130	420
IMU1	2518882	2392	-16132	378
IMU1	2518930	2356	-16162	430
IMU1	2518978	2355	-16123	413
IMU1	2519026	2371	-16137	436
IMU1	2519074	2374	-16149	420
IMU1	2519122	2387	-16162	403
IMU1	2519170	2432	-16110	436
IMU1	2519218	2383	-16116	408
IMU1	2519266	2384	-16170	423
IMU1	2519314	2383	-16138	440
IMU1	2519362	2361	-16158	396
IMU1	2519410	2356	-16117	414
IMU1	2519458	2421	-16140	425
IMU1	2519506	2404	-16082	448
IMU1	2519554	2410	-16111	422
IMU1	2519602	2353	-16100	391
IMU1	2519650	2381	-16119	437
IMU1	2519698	2406	-16125	441
IMU1	2519746	2341	-16129	449
IMU1	2519794	2382	-16127	486
IMU1	2519842	2367	-16133	449
IMU1	2519890	2411	-16159	469
IMU1	2519938	2386	-16155	463
IMU1	2519986	2358	-16122	456
IMU1	2520034	2388	-16138	421
IMU1	2520082	2357	-16178	444
IMU1	2520130	2391	-16137	456
IMU1	2520178	2382	-16112	477
IMU1	2520226	2331	-16122	482
IMU1	2520274	2351	-16142	472
IMU1	2520322	2349	-16135	412
IMU1	2520370	2310	-16156	444
IMU1	2520418	2334	-16129	454
IMU1	2520466	2451	-16122	427
IMU1	2520514	2376	-16124	469
IMU1	2520562	2305	-16164	438
IMU1	2520610	2347	-16170	436
IMU1	2520658	2326	-16163	434
IMU1	2520706	2379	-16163	421
IMU1	2520754	2351	-16187	457
IMU1	2520802	2345	-16181	422
IMU1	2520850	2336	-16198	434
IMU1	2520898	2361	-16177	408
IMU1	2520946	2355	-16135	416
IMU1	2520994	2387	-16119	426
IMU1	2521042	2382	-16185	426
IMU1	2521090	2321	-16162	479
IMU1	2521138	2332	-16197	446
IMU1	2521186	2408	-16179	434
IMU1	2521234	2383	-16173	427
IMU1	2521282	2322	-16171	438
IMU1	2521330	2330	-16149	426
IMU1	2521378	2394	-16173	446
IMU1	2521426	2393	-16151	439
IMU1	2521474	2383	-16162	418
IMU1	2521522	2397	-16171	396
IMU1	2521570	2403	-16182	415
IMU1	2521618	2339	-16189	448
IMU1	2521666	2416	-16205	454
IMU1	2521714	2421	-16193	422
IMU1	2521762	2372	-16144	418
IMU1	2521810	2400	-16164	402
IMU1	2521858	2419	-16189	424
IMU1	2521906	2429	-16179	469
IMU1	2521954	2447	-16205	433
IMU1	2522002	2363	-16170	414
IMU1	2522050	2441	-16150	420
IMU1	2522098	2375	-16183	412
IMU1	2522146	2373	-16187	451
IMU1	2522194	2377	-16217	415
IMU1	2522242	2374	-16197	389
IMU1	2522290	2402	-16142	420
IMU1	2522338	2379	-16139	425
IMU1	2522386	2417	-16193	392
IMU1	2522434	2392	-16187	426
IMU1	2522482	2386	-16147	436
IMU1	2522530	2358	-16150	411
IMU1	2522578	2413	-16124	421
IMU1	2522626	2382	-16150	391
IMU1	2522674	2396	-16131	400
IMU1	2522722	2403	-16133	378
IMU1	2522770	2378	-16145	422
IMU1	2522818	2378	-16180	414
IMU1	2522866	2357	-16147	435
IMU1	2522914	2395	-16146	422
IMU1	2522962	2356	-16175	394
IMU1	2523010	2348	-16140	408
IMU1	2523058	2386	-16141	420
IMU1	2523106	2387	-16161	430
IMU1	2523154	2401	-16151	380
IMU1	2523202	2401	-16165	420
IMU1	2523250	2383	-16117	407
IMU1	2523298	2350	-16161	412
IMU1	2523346	2353	-16189	386
IMU1	2523394	2373	-16201	414
IMU1	2523442	2388	-16234	429
IMU1	2523490	2403	-16190	416
IMU1	2523538	2371	-16184	383
IMU1	2523586	2356	-16208	415
IMU1	2523634	2362	-16171	450
IMU1	2523682	2328	-16171	404
IMU1	2523730	2336	-16171	423
IMU1	2523778	2379	-16139	429
IMU1	2523826	2380	-16148	454
IMU1	2523874	2404	-16144	402
IMU1	2523922	2335	-16171	439
IMU1	2523970	2342	-16167	423
IMU1	2524018	2380	-16164	425
IMU1	2524066	2379	-16167	455
IMU1	2524114	2357	-16157	458
IMU1	2524162	2378	-16152	416
IMU1	2524210	2379	-16128	470
IMU1	2524258	2426	-16154	429
IMU1	2524306	2421	-16167	422
IMU1	2524354	2375	-16111	418
IMU1	2524402	2373	-16117	387
IMU1	2524450	2374	-16148	407
IMU1	2524498	2402	-16153	404
IMU1	2524546	2370	-16113	437
IMU1	2524594	2343	-16139	376
IMU1	2524642	2401	-16168	430
IMU1	2524690	2361	-16109	427
IMU1	2524738	2365	-16141	410
IMU1	2524786	2397	-16098	411
