IMU2,715286,3011,-16160,-2212
IMU2,715334,3060,-16193,-2194
IMU2,715382,3032,-16205,-2207
IMU2,715430,3033,-16197,-2188
IMU2,715478,3028,-16197,-2106
IMU2,715526,3000,-16148,-2074
IMU2,715574,2961,-16178,-2094
IMU2,715622,2994,-16179,-2121
IMU2,715670,2996,-16200,-2067
IMU2,715718,3018,-16188,-2041
IMU2,715766,3017,-16174,-2049
IMU2,715814,2944,-16163,-1991
IMU2,715862,2997,-16176,-2017
IMU2,715910,2997,-16198,-2018
IMU2,715958,2982,-16176,-2001
IMU2,716006,3002,-16180,-2026
IMU2,716054,2993,-16178,-2029
IMU2,716102,2991,-16195,-2036
IMU2,716150,2974,-16225,-2028
IMU2,716198,2971,-16164,-2057
IMU2,716246,3006,-16173,-2048
IMU2,716294,3017,-16177,-2081
IMU2,716342,2962,-16199,-2100
IMU2,716390,3033,-16191,-2092
IMU2,716438,2981,-16165,-2112
IMU2,716486,3022,-16147,-2108
IMU2,716534,2961,-16169,-2115
IMU2,716582,2995,-16197,-2129
IMU2,716630,2966,-16165,-2175
IMU2,716678,2967,-16185,-2191
IMU2,716726,2960,-16189,-2234
IMU2,716774,2938,-16173,-2195
IMU2,716822,2928,-16150,-2180
IMU2,716870,2972,-16225,-2216
IMU2,716918,3001,-16265,-2185
IMU2,716966,3024,-16208,-2246
IMU2,717014,3013,-16161,-2218
IMU2,717062,3045,-16209,-2244
IMU2,717110,2959,-16214,-2243
IMU2,717158,2992,-16203,-2230
IMU2,717206,2992,-16225,-2229
IMU2,717254,3049,-16232,-2220
IMU2,717302,3026,-16240,-2252
IMU2,717350,3094,-16195,-2284
IMU2,717398,3037,-16270,-2283
IMU2,717446,3021,-16254,-2258
IMU2,717494,3021,-16270,-2222
IMU2,717542,3019,-16251,-2227
IMU2,717590,3038,-16286,-2246
IMU2,717638,3044,-16255,-2252
IMU2,717686,3059,-16277,-2263
IMU2,717734,3070,-16275,-2231
IMU2,717782,3113,-16279,-2231
IMU2,717830,3090,-16300,-2243
IMU2,717878,3089,-16292,-2194
IMU2,717926,3109,-16298,-2217
IMU2,717974,3104,-16299,-2220
IMU2,718022,3110,-16318,-2200
IMU2,718070,3069,-16263,-2198
IMU2,718118,3091,-16299,-2216
IMU2,718166,3097,-16282,-2180
IMU2,718214,3144,-16327,-2219
IMU2,718262,3156,-16270,-2180
IMU2,718310,3121,-16297,-2215
IMU2,718358,3134,-16281,-2231
IMU2,718406,3115,-16295,-2218
IMU2,718454,3105,-16355,-2215
IMU2,718502,3167,-16318,-2208
IMU2,718550,3126,-16319,-2200
IMU2,718598,3196,-16294,-2190
IMU2,718646,3142,-16289,-2215
IMU2,718694,3154,-16284,-2208
IMU2,718742,3107,-16284,-2212
IMU2,718790,3121,-16328,-2207
IMU2,718838,3163,-16300,-2243
IMU2,718886,3160,-16265,-2206
IMU2,718934,3182,-16264,-2233
IMU2,718982,3166,-16308,-2208
IMU2,719030,3130,-16276,-2216
IMU2,719078,3120,-16257,-2211
IMU2,719126,3091,-16277,-2208
IMU2,719174,3129,-16295,-2224
IMU2,719222,3153,-16276,-2241
IMU2,719270,3138,-16255,-2213
IMU2,719318,3120,-16287,-2235
IMU2,719366,3124,-16302,-2235
IMU2,719414,3070,-16260,-2219
IMU2,719462,3146,-16290,-2252
IMU2,719510,3124,-16320,-2252
IMU2,719558,3155,-16297,-2220
IMU2,719606,3099,-16273,-2227
IMU2,719654,3100,-16265,-2272
IMU2,719702,3110,-16268,-2259
IMU2,719750,3074,-16260,-2282
IMU2,719798,3075,-16273,-2253
IMU2,719846,3106,-16271,-2272
IMU2,719894,3118,-16276,-2296
IMU2,719942,3110,-16254,-2247
IMU2,719990,3128,-16295,-2276
IMU2,720038,3077,-16286,-2268
IMU2,720086,3131,-16255,-2273
IMU2,720134,3055,-16253,-2268
IMU2,720182,3063,-16249,-2307
IMU2,720230,3106,-16246,-2282
IMU2,720278,3095,-16232,-2291
IMU2,720326,3016,-16242,-2266
IMU2,720374,3039,-16225,-2274
IMU2,720422,3066,-16233,-2230
IMU2,720470,3025,-16212,-2275
IMU2,720518,3038,-16243,-2236
IMU2,720566,2998,-16248,-2229
IMU2,720614,3024,-16204,-2226
IMU2,720662,2988,-16264,-2256
IMU2,720710,2986,-16187,-2216
IMU2,720758,3028,-16249,-2218
IMU2,720806,2962,-16225,-2223
IMU2,720854,3005,-16220,-2248
IMU2,720902,2971,-16210,-2241
IMU2,720950,3014,-16244,-2244
IMU2,720998,3002,-16257,-2229
IMU2,721046,3030,-16232,-2232
IMU2,721094,2943,-16213,-2209
IMU2,721142,2952,-16228,-2257
IMU2,721190,2993,-16230,-2241
IMU2,721238,2972,-16226,-2246
IMU2,721286,2928,-16193,-2194
IMU2,721334,2952,-16172,-2219
IMU2,721382,2994,-16209,-2199
IMU2,721430,2993,-16213,-2264
IMU2,721478,2985,-16226,-2202
IMU2,721526,2957,-16207,-2196
IMU2,721574,2929,-16203,-2193
IMU2,721622,3010,-16183,-2185
IMU2,721670,2979,-16214,-2196
IMU2,721718,2990,-16190,-2179
IMU2,721766,3038,-16209,-2166
IMU2,721814,2971,-16184,-2160
IMU2,721862,2992,-16182,-2150
IMU2,721910,3044,-16191,-2125
IMU2,721958,3052,-16166,-2110
IMU2,722006,3033,-16197,-2154
IMU2,722054,3032,-16191,-2140
IMU2,722102,3073,-16203,-2144
IMU2,722150,3067,-16186,-2177
IMU2,722198,3077,-16193,-2108
IMU2,722246,3068,-16219,-2124
IMU2,722294,3105,-16207,-2126
IMU2,722342,3123,-16201,-2117
IMU2,722390,3046,-16241,-2112
IMU2,722438,3071,-16251,-2113
IMU2,722486,3083,-16218,-2123
IMU2,722534,3065,-16199,-2118
IMU2,722582,3077,-16209,-2140
IMU2,722630,3014,-16193,-2142
IMU2,722678,3048,-16202,-2142
IMU2,722726,3063,-16183,-2178
IMU2,722774,3037,-16200,-2173
IMU2,722822,3063,-16225,-2166
IMU2,722870,3072,-16225,-2139
IMU2,722918,3068,-16189,-2164
IMU2,722966,3058,-16205,-2137
IMU2,723014,3017,-16216,-2190
IMU2,723062,3017,-16187,-2188
IMU2,723110,3023,-16193,-2169
IMU2,723158,3057,-16193,-2175
IMU2,723206,3074,-16193,-2196
IMU2,723254,3032,-16207,-2167
IMU2,723302,3065,-16196,-2162
IMU2,723350,3032,-16201,-2241
IMU2,723398,3045,-16189,-2195
IMU2,723446,3105,-16214,-2187
IMU2,723494,3033,-16175,-2199
IMU2,723542,3080,-16180,-2232
IMU2,723590,3030,-16240,-2223
IMU2,723638,3025,-16171,-2237
IMU2,723686,3046,-16206,-2220
IMU2,723734,3118,-16184,-2256
IMU2,723782,3076,-16202,-2198
IMU2,723830,3043,-16189,-2207
IMU2,723878,3040,-16175,-2228
IMU2,723926,3075,-16206,-2224
IMU2,723974,3050,-16158,-2253
IMU2,724022,3025,-16193,-2236
IMU2,724070,3047,-16205,-2238
IMU2,724118,3068,-16190,-2220
IMU2,724166,3014,-16175,-2234
IMU2,724214,3066,-16208,-2215
IMU2,724262,3029,-16242,-2195
IMU2,724310,3032,-16186,-2248
IMU2,724358,3099,-16168,-2199
IMU2,724406,3067,-16219,-2265
IMU2,724454,3062,-16235,-2244
IMU2,724502,3079,-16220,-2181
IMU2,724550,3100,-16223,-2220
IMU2,724598,3064,-16225,-2241
IMU2,724646,3107,-16260,-2231
IMU2,724694,3104,-16223,-2216
IMU2,724742,3076,-16199,-2146
IMU2,724790,3047,-16231,-2153
IMU2,724838,3036,-16189,-2103
IMU2,724886,3077,-16155,-2110
IMU2,724934,3070,-16127,-2095
IMU2,724982,3112,-16164,-2122
IMU2,725030,3114,-16159,-2100
IMU2,725078,3106,-16190,-2168
IMU2,725126,3076,-16133,-2203
IMU2,725174,3064,-16151,-2172
IMU2,725222,3047,-16224,-2210
IMU2,725270,3096,-16236,-2234
IMU2,725318,3068,-16214,-2218
IMU2,725366,3079,-16245,-2206
IMU2,725414,3104,-16265,-2215
IMU2,725462,3097,-16296,-2173
IMU2,725510,3025,-16221,-2141
IMU2,725558,3035,-16170,-2137
IMU2,725606,3094,-16207,-2172
IMU2,725654,3097,-16194,-2131
IMU2,725702,3105,-16242,-2110
IMU2,725750,3069,-16206,-2089
IMU2,725798,3047,-16189,-2123
IMU2,725846,3064,-16202,-2126
IMU2,725894,3069,-16210,-2111
IMU2,725942,3067,-16192,-2128
IMU2,725990,3114,-16182,-2108
IMU2,726038,3098,-16179,-2163
IMU2,726086,3091,-16210,-2180
IMU2,726134,3031,-16171,-2164
IMU2,726182,3086,-16172,-2156
IMU2,726230,3055,-16190,-2236
IMU2,726278,3106,-16174,-2236
IMU2,726326,3059,-16183,-2217
IMU2,726374,3060,-16210,-2229
IMU2,726422,3046,-16184,-2255
IMU2,726470,3105,-16207,-2261
IMU2,726518,3050,-16200,-2232
IMU2,726566,3085,-16175,-2227
IMU2,726614,3040,-16180,-2196
IMU2,726662,3014,-16231,-2248
IMU2,726710,3028,-16225,-2215
IMU2,726758,2981,-16227,-2198
IMU2,726806,3004,-16215,-2174
IMU2,726854,3050,-16273,-2205
IMU2,726902,3062,-16286,-2193
IMU2,726950,2996,-16246,-2215
IMU2,726998,3080,-16226,-2205
IMU2,727046,3062,-16228,-2209
IMU2,727094,3042,-16212,-2201
IMU2,727142,3097,-16237,-2231
IMU2,727190,3106,-16248,-2216
IMU2,727238,3073,-16239,-2233
IMU2,727286,3130,-16232,-2236
IMU2,727334,3098,-16230,-2287
IMU2,727382,3083,-16230,-2236
IMU2,727430,3093,-16223,-2225
IMU2,727478,3131,-16217,-2268
IMU2,727526,3099,-16193,-2247
IMU2,727574,3085,-16220,-2253
IMU2,727622,3099,-16216,-2215
IMU2,727670,3114,-16204,-2213
IMU2,727718,3115,-16225,-2239
IMU2,727766,3090,-16244,-2223
IMU2,727814,3111,-16228,-2215
IMU2,727862,3115,-16237,-2223
IMU2,727910,3148,-16213,-2242
IMU2,727958,3107,-16215,-2225
IMU2,728006,3058,-16212,-2213
IMU2,728054,3090,-16190,-2192
IMU2,728102,3103,-16216,-2228
IMU2,728150,3075,-16207,-2214
IMU2,728198,3055,-16231,-2219
IMU2,728246,3114,-16209,-2196
IMU2,728294,3083,-16228,-2194
IMU2,728342,3080,-16231,-2210
IMU2,728390,3048,-16218,-2169
IMU2,728438,3112,-16227,-2194
IMU2,728486,3042,-16201,-2200
IMU2,728534,3069,-16220,-2153
IMU2,728582,3054,-16243,-2165
IMU2,728630,3053,-16253,-2189
IMU2,728678,3055,-16234,-2186
IMU2,728726,3074,-16256,-2177
IMU2,728774,3078,-16237,-2177
IMU2,728822,3079,-16232,-2156
IMU2,728870,3138,-16242,-2182
IMU2,728918,3072,-16246,-2175
IMU2,728966,3081,-16266,-2170
IMU2,729014,3121,-16197,-2173
IMU2,729062,3114,-16289,-2171
IMU2,729110,3085,-16237,-2217
IMU2,729158,3114,-16214,-2206
IMU2,729206,3102,-16180,-2225
IMU2,729254,3138,-16199,-2204
IMU2,729302,3098,-16196,-2213
IMU2,729350,3103,-16240,-2232
IMU2,729398,3057,-16222,-2218
IMU2,729446,3135,-16222,-2236
IMU2,729494,3168,-16224,-2191
IMU2,729542,3138,-16210,-2192
IMU2,729590,3148,-16206,-2213
IMU2,729638,3130,-16255,-2194
IMU2,729686,3153,-16210,-2218
IMU2,729734,3137,-16184,-2202
IMU2,729782,3136,-16227,-2189
IMU2,729830,3090,-16228,-2222
IMU2,729878,3127,-16216,-2197
IMU2,729926,3150,-16236,-2225
IMU2,729974,3099,-16244,-2190
IMU2,730022,3140,-16230,-2182
IMU2,730070,3118,-16227,-2190
IMU2,730118,3131,-16259,-2185
IMU2,730166,3185,-16213,-2186
IMU2,730214,3125,-16227,-2154
IMU2,730262,3105,-16214,-2187
IMU2,730310,3113,-16244,-2207
IMU2,730358,3123,-16202,-2171
IMU2,730406,3079,-16201,-2145
IMU2,730454,3106,-16188,-2176
IMU2,730502,3066,-16255,-2189
IMU2,730550,3063,-16272,-2158
IMU2,730598,3062,-16294,-2171
IMU2,730646,3059,-16237,-2192
IMU2,730694,3104,-16175,-2171
IMU2,730742,3052,-16205,-2202
IMU2,730790,3074,-16223,-2222
IMU2,730838,3064,-16246,-2227
IMU2,730886,3007,-16207,-2229
IMU2,730934,3065,-16239,-2191
IMU2,730982,3065,-16236,-2186
IMU2,731030,3041,-16212,-2200
IMU2,731078,3057,-16228,-2191
IMU2,731126,3068,-16216,-2206
IMU2,731174,3077,-16230,-2201
IMU2,731222,3039,-16201,-2180
IMU2,731270,2993,-16222,-2179
IMU2,731318,3039,-16200,-2207
IMU2,731366,3059,-16220,-2214
IMU2,731414,3015,-16240,-2196
IMU2,731462,3020,-16183,-2232
IMU2,731510,3052,-16204,-2254
IMU2,731558,3023,-16204,-2216
IMU2,731606,2976,-16198,-2191
IMU2,731654,3000,-16231,-2188
IMU2,731702,2954,-16230,-2196
IMU2,731750,3010,-16218,-2192
IMU2,731798,3019,-16253,-2181
IMU2,731846,2960,-16235,-2225
IMU2,731894,2977,-16225,-2188
IMU2,731942,3032,-16216,-2198
IMU2,731990,3015,-16220,-2204
IMU2,732038,2995,-16231,-2202
IMU2,732086,3037,-16229,-2195
IMU2,732134,2995,-16210,-2215
IMU2,732182,2986,-16215,-2195
IMU2,732230,2988,-16246,-2210
IMU2,732278,3058,-16256,-2214
IMU2,732326,3063,-16256,-2211
IMU2,732374,3059,-16259,-2225
IMU2,732422,3067,-16260,-2218
IMU2,732470,3026,-16236,-2211
IMU2,732518,3037,-16245,-2199
IMU2,732566,3028,-16222,-2164
IMU2,732614,3041,-16216,-2252
IMU2,732662,3078,-16216,-2238
IMU2,732710,3045,-16248,-2237
IMU2,732758,3053,-16205,-2258
IMU2,732806,3076,-16213,-2235
IMU2,732854,3053,-16208,-2241
IMU2,732902,3071,-16318,-2218
IMU2,732950,3111,-16276,-2228
IMU2,732998,3059,-16265,-2222
IMU2,733046,3073,-16298,-2220
IMU2,733094,3075,-16210,-2230
IMU2,733142,3063,-16203,-2212
IMU2,733190,3079,-16222,-2224
IMU2,733238,3084,-16223,-2198
IMU2,733286,3074,-16246,-2222
IMU2,733334,3107,-16270,-2237
IMU2,733382,3009,-16248,-2231
IMU2,733430,3065,-16232,-2201
IMU2,733478,3027,-16255,-2225
IMU2,733526,3027,-16262,-2169
IMU2,733574,3106,-16254,-2218
IMU2,733622,3096,-16273,-2185
IMU2,733670,3053,-16280,-2211
IMU2,733718,3063,-16302,-2241
IMU2,733766,3041,-16245,-2216
IMU2,733814,3083,-16286,-2255
IMU2,733862,3094,-16269,-2240
IMU2,733910,3055,-16300,-2233
IMU2,733958,3080,-16267,-2214
IMU2,734006,3084,-16280,-2224
IMU2,734054,3083,-16280,-2225
IMU2,734102,3066,-16253,-2207
IMU2,734150,3073,-16265,-2229
IMU2,734198,3058,-16232,-2201
IMU2,734246,3050,-16238,-2219
IMU2,734294,3081,-16254,-2232
IMU2,734342,3093,-16244,-2243
IMU2,734390,3099,-16221,-2203
IMU2,734438,3061,-16233,-2198
IMU2,734486,3095,-16228,-2184
IMU2,734534,3096,-16253,-2148
IMU2,734582,3082,-16232,-2221
IMU2,734630,3062,-16221,-2174
IMU2,734678,3052,-16225,-2200
IMU2,734726,3075,-16256,-2210
IMU2,734774,3055,-16280,-2215
IMU2,734822,3079,-16266,-2232
IMU2,734870,3104,-16262,-2182
IMU2,734918,3096,-16260,-2196
IMU2,734966,3015,-16220,-2205
IMU2,735014,3004,-16245,-2184
IMU2,735062,3019,-16243,-2194
IMU2,735110,3042,-16273,-2190
IMU2,735158,3023,-16272,-2189
IMU2,735206,2965,-16253,-2169
IMU2,735254,2996,-16220,-2180
IMU2,735302,3013,-16242,-2189
IMU2,735350,2973,-16220,-2195
IMU2,735398,2964,-16245,-2220
IMU2,735446,2985,-16267,-2230
IMU2,735494,2978,-16237,-2195
IMU2,735542,2915,-16223,-2170
IMU2,735590,2976,-16185,-2211
IMU2,735638,2946,-16206,-2236
IMU2,735686,2966,-16223,-2205
IMU2,735734,2980,-16210,-2241
IMU2,735782,2968,-16219,-2228
IMU2,735830,2980,-16207,-2184
IMU2,735878,2963,-16243,-2193
IMU2,735926,3007,-16219,-2210
IMU2,735974,3001,-16214,-2225
IMU2,736022,3051,-16233,-2203
IMU2,736070,3042,-16238,-2207
IMU2,736118,3004,-16221,-2228
IMU2,736166,3015,-16232,-2188
IMU2,736214,2966,-16212,-2265
IMU2,736262,3017,-16235,-2246
IMU2,736310,3021,-16248,-2234
IMU2,736358,3043,-16242,-2214
IMU2,736406,3036,-16226,-2227
IMU2,736454,3064,-16217,-2225
IMU2,736502,3039,-16190,-2213
IMU2,736550,3036,-16165,-2244
IMU2,736598,3035,-16194,-2224
IMU2,736646,3050,-16206,-2210
IMU2,736694,3045,-16221,-2172
IMU2,736742,3060,-16218,-2207
IMU2,736790,3042,-16219,-2202
IMU2,736838,3017,-16219,-2194
IMU2,736886,3029,-16235,-2219
IMU2,736934,3004,-16226,-2206
IMU2,736982,3010,-16211,-2189
IMU2,737030,3002,-16275,-2194
IMU2,737078,2992,-16213,-2167
IMU2,737126,3036,-16218,-2195
IMU2,737174,2965,-16210,-2203
IMU2,737222,2998,-16214,-2166
IMU2,737270,2997,-16213,-2204
IMU2,737318,3023,-16253,-2179
IMU2,737366,2973,-16231,-2195
IMU2,737414,2995,-16201,-2187
IMU2,737462,2998,-16191,-2177
IMU2,737510,2988,-16215,-2186
IMU2,737558,2984,-16231,-2175
IMU2,737606,2943,-16229,-2184
IMU2,737654,2933,-16214,-2151
IMU2,737702,2931,-16227,-2176
IMU2,737750,2940,-16219,-2150
IMU2,737798,2973,-16200,-2197
IMU2,737846,2973,-16242,-2182
IMU2,737894,2976,-16212,-2166
IMU2,737942,2927,-16212,-2170
IMU2,737990,2963,-16257,-2154
IMU2,738038,2968,-16263,-2199
IMU2,738086,3004,-16263,-2200
IMU2,738134,2993,-16243,-2203
IMU2,738182,2965,-16213,-2182
IMU2,738230,2995,-16198,-2183
IMU2,738278,3002,-16205,-2203
IMU2,738326,2961,-16228,-2156
IMU2,738374,2991,-16225,-2213
IMU2,738422,2987,-16232,-2191
IMU2,738470,3056,-16235,-2186
IMU2,738518,3034,-16224,-2186
IMU2,738566,3010,-16229,-2222
IMU2,738614,3042,-16215,-2213
IMU2,738662,3058,-16217,-2206
IMU2,738710,3033,-16232,-2220
IMU2,738758,3080,-16236,-2179
IMU2,738806,3016,-16227,-2166
IMU2,738854,3023,-16252,-2168
IMU2,738902,3045,-16225,-2214
IMU2,738950,3092,-16234,-2226
IMU2,738998,3070,-16203,-2182
IMU2,739046,3022,-16231,-2186
IMU2,739094,3075,-16215,-2176
IMU2,739142,3049,-16207,-2221
IMU2,739190,3045,-16210,-2191
IMU2,739238,3021,-16192,-2178
IMU2,739286,3032,-16226,-2182
IMU2,739334,3009,-16196,-2202
IMU2,739382,2979,-16201,-2160
IMU2,739430,3015,-16262,-2197
IMU2,739478,3036,-16210,-2200
IMU2,739526,3003,-16248,-2181
IMU2,739574,3025,-16220,-2175
IMU2,739622,3001,-16198,-2206
IMU2,739670,2982,-16203,-2184
IMU2,739718,3063,-16243,-2189
IMU2,739766,3039,-16236,-2225
IMU2,739814,3017,-16244,-2209
IMU2,739862,2992,-16232,-2241
IMU2,739910,3034,-16228,-2223
IMU2,739958,3052,-16236,-2211
IMU2,740006,3065,-16210,-2187
IMU2,740054,3035,-16227,-2203
IMU2,740102,2993,-16220,-2197
IMU2,740150,3009,-16258,-2193
IMU2,740198,3057,-16251,-2169
IMU2,740246,3057,-16239,-2195
IMU2,740294,3052,-16240,-2160
IMU2,740342,3036,-16221,-2166
IMU2,740390,3057,-16224,-2158
IMU2,740438,3097,-16215,-2148
IMU2,740486,3057,-16209,-2172
IMU2,740534,3082,-16201,-2153
IMU2,740582,3089,-16229,-2149
IMU2,740630,3097,-16176,-2158
IMU2,740678,3059,-16226,-2146
IMU2,740726,3066,-16206,-2172
IMU2,740774,3037,-16194,-2162
IMU2,740822,3111,-16196,-2181
IMU2,740870,3063,-16224,-2164
IMU2,740918,3032,-16207,-2141
IMU2,740966,3139,-16202,-2167
IMU2,741014,3115,-16220,-2159
IMU2,741062,3089,-16196,-2143
IMU2,741110,3092,-16180,-2130
IMU2,741158,3116,-16206,-2156
IMU2,741206,3093,-16199,-2126
IMU2,741254,3121,-16166,-2150
IMU2,741302,3122,-16205,-2165
IMU2,741350,3097,-16226,-2154
IMU2,741398,3061,-16260,-2207
IMU2,741446,3113,-16220,-2178
IMU2,741494,3065,-16234,-2171
IMU2,741542,3082,-16264,-2188
IMU2,741590,3132,-16223,-2172
IMU2,741638,3076,-16248,-2194
IMU2,741686,3056,-16249,-2181
IMU2,741734,3120,-16204,-2195
IMU2,741782,3098,-16215,-2218
IMU2,741830,3135,-16250,-2157
IMU2,741878,3106,-16213,-2148
IMU2,741926,3104,-16185,-2211
IMU2,741974,3062,-16235,-2184
IMU2,742022,3087,-16272,-2170
IMU2,742070,3100,-16241,-2178
IMU2,742118,3082,-16201,-2182
IMU2,742166,3029,-16265,-2169
IMU2,742214,3056,-16226,-2187
IMU2,742262,3074,-16193,-2196
IMU2,742310,3039,-16192,-2178
IMU2,742358,3060,-16180,-2188
IMU2,742406,3026,-16232,-2181
IMU2,742454,2992,-16203,-2174
IMU2,742502,3026,-16230,-2222
IMU2,742550,3026,-16228,-2159
IMU2,742598,3070,-16201,-2167
IMU2,742646,3045,-16219,-2138
IMU2,742694,3048,-16242,-2174
IMU2,742742,3020,-16195,-2147
IMU2,742790,3003,-16187,-2192
IMU2,742838,3079,-16237,-2180
IMU2,742886,3027,-16215,-2180
IMU2,742934,3087,-16183,-2134
IMU2,742982,3037,-16214,-2144
IMU2,743030,3045,-16224,-2145
IMU2,743078,3021,-16222,-2174
IMU2,743126,3023,-16276,-2152
IMU2,743174,3018,-16232,-2179
IMU2,743222,2989,-16229,-2165
IMU2,743270,3024,-16247,-2181
IMU2,743318,2996,-16279,-2213
IMU2,743366,3000,-16245,-2212
IMU2,743414,2940,-16247,-2184
IMU2,743462,2953,-16220,-2222
IMU2,743510,2983,-16206,-2206
IMU2,743558,2931,-16208,-2244
IMU2,743606,2887,-16235,-2237
IMU2,743654,2907,-16210,-2212
IMU2,743702,2948,-16186,-2201
IMU2,743750,2949,-16188,-2250
IMU2,743798,2978,-16192,-2222
IMU2,743846,2940,-16190,-2239
IMU2,743894,2955,-16215,-2237
IMU2,743942,2909,-16228,-2226
IMU2,743990,2902,-16190,-2211
IMU2,744038,2958,-16221,-2214
